player_name,season,school_name,conf_abbr,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_40,obpm,dbpm,bpm,years,player_id,pos,last_uni_age,position,body_fat_pct,hand_length,hand_width,height_wo_shoes,height_w_shoes,standing_reach,weight,wingspan,ratio_off,ratio_def,conf_rating,gs_pct
Deyonta Davis,2015-16,Michigan State,Big Ten,650,23.9,0.601,0.598,0.0,0.191,242.0,13.5,19.0,16.5,7.5,0.8,10.2,12.1,19.3,1.7,1.6,3.3,0.204,3.4,4.5,7.8,1,deyonta-davis-1,C,19,PF,9.7,229,235,2064,2096,2756,237.2,2197,1.04,0.78,0.550216,0.46
Cheick Diallo,2015-16,Kansas,Big 12,202,20.5,0.572,0.569,0.0,0.466,74.0,10.4,27.1,19.4,0.9,2.0,11.9,19.4,21.7,0.2,0.6,0.8,0.159,-1.6,5.4,3.7,1,cheick-diallo-1,PF,19,PF,5.6,216,248,2019,2057,2731,218.6,2248,1.42,0.82,0.584488,0.04
Malcolm Brogdon,2015-16,Virginia,ACC,1263,25.1,0.585,0.532,0.382,0.31,626.0,2.1,13.4,7.9,19.5,1.8,0.9,8.3,28.4,4.9,2.1,7.0,0.222,8.1,3.2,11.3,4,malcolm-brogdon-1,SG,23,SG,5.4,229,260,1924,1968,2489,223.0,2096,0.92,0.99,0.576093,1.0
Patrick McCaw,2015-16,UNLV,MWC,1113,21.3,0.591,0.56,0.515,0.294,482.0,3.6,12.4,8.0,22.7,3.9,1.2,14.2,20.3,2.7,2.2,5.0,0.179,3.9,3.7,7.6,2,patrick-mccaw-1,SG,20,PG,4.7,222,222,1962,2000,2553,180.8,2083,0.69,0.91,0.51355,0.97
Demetrius Jackson,2015-16,Notre Dame,ACC,1259,21.0,0.56,0.514,0.381,0.325,577.0,3.0,8.0,5.6,25.1,2.1,0.8,13.3,24.1,3.8,0.6,4.4,0.141,5.2,0.8,6.1,3,demetrius-jackson-2,PG,21,PG,6.5,210,229,1829,1861,2362,193.8,1968,1.08,1.44,0.576093,1.0
Jake Layman,2015-16,Maryland,Big Ten,1112,18.8,0.64,0.602,0.514,0.339,381.0,4.4,14.4,9.9,7.0,2.1,3.4,15.8,18.2,2.4,2.0,4.4,0.159,4.8,3.3,8.2,4,jake-layman-1,SF,21,SF,7.1,210,235,2032,2064,2591,208.6,2064,1.03,0.77,0.550216,1.0
Georges Niang,2015-16,Iowa State,Big 12,1162,25.9,0.625,0.6,0.276,0.23,679.0,4.8,15.6,10.6,19.2,1.5,1.8,13.8,28.7,4.2,1.4,5.6,0.192,7.1,1.6,8.7,4,georges-niang-1,PF,22,PF,10.05,235,235,2000,2045,2616,230.8,2083,0.84,0.96,0.584488,1.0
Abdel Nader,2015-16,Iowa State,Big 12,1088,15.8,0.583,0.555,0.415,0.315,415.0,2.9,14.4,9.0,8.0,1.9,2.1,16.9,21.5,1.5,1.4,2.8,0.104,1.9,1.6,3.5,2,abdel-nader-1,SF,23,SG,6.4,218,234,1932,1965,2553,202.6,2056,1.12,1.03,0.584488,1.0
Tyrone Wallace,2015-16,California,Pac-12,901,19.7,0.513,0.477,0.245,0.449,446.0,3.5,14.3,9.1,28.5,1.8,1.3,15.1,27.4,1.8,1.6,3.4,0.149,3.6,3.0,6.6,4,tyrone-wallace-1,SG,22,PG,5.8,211,224,1871,1904,2479,186.7,1990,0.78,0.85,0.570495,0.89
Markelle Fultz,2016-17,Washington,Pac-12,892,28.0,0.558,0.535,0.287,0.383,582.0,4.0,13.9,8.9,35.5,2.5,3.1,13.4,31.4,3.3,0.6,3.9,0.173,7.7,1.7,9.4,1,markelle-fultz-1,PG,18,PG,5.8,211,224,1871,1904,2479,186.7,1990,0.81,1.26,0.550066,1.0
Lonzo Ball,2016-17,UCLA,Pac-12,1263,24.7,0.673,0.668,0.566,0.286,608.0,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,4.8,2.0,6.8,0.214,8.1,3.9,12.0,1,lonzo-ball-1,PG,19,PG,5.8,211,224,1871,1904,2479,186.7,1990,0.81,1.05,0.550066,1.0
Jayson Tatum,2016-17,Duke,ACC,966,22.0,0.566,0.507,0.321,0.381,467.0,4.8,19.7,12.6,12.4,2.3,3.2,15.0,26.2,2.3,1.8,4.1,0.169,4.6,3.2,7.9,1,jayson-tatum-1,PF,18,SF,6.6,223,239,1983,2017,2631,215.5,2111,1.24,1.28,0.58013,0.93
Josh Jackson,2016-17,Kansas,Big 12,1077,24.2,0.559,0.552,0.21,0.403,571.0,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2,2.7,2.2,4.9,0.18,5.7,4.2,9.9,1,josh-jackson-2,SF,19,SF,6.6,223,239,1983,2017,2631,215.5,2111,0.96,0.84,0.578156,1.0
De'Aaron Fox,2016-17,Kentucky,SEC,1064,22.7,0.549,0.498,0.154,0.474,608.0,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,4.3,3.9,8.2,1,deaaron-fox-1,PG,19,PG,4.5,216,216,1880,1911,2540,169.6,1994,1.21,0.97,0.557968,0.94
Jonathan Isaac,2016-17,Florida State,ACC,839,24.6,0.614,0.568,0.348,0.461,364.0,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,1,jonathan-isaac-1,PF,19,PF,8.2,230,245,2043,2074,2720,233.3,2174,0.93,1.3,0.58013,1.0
Lauri Markkanen,2016-17,Arizona,Pac-12,1140,25.0,0.635,0.584,0.434,0.436,534.0,10.0,17.5,14.0,5.6,0.8,1.8,8.1,22.5,4.8,1.8,6.7,0.235,7.9,1.5,9.4,1,lauri-markkanen-1,PF,19,PF,8.2,230,245,2043,2074,2720,233.3,2174,0.77,1.24,0.550066,1.0
Dennis Smith Jr.,2016-17,NC State,ACC,1114,23.1,0.563,0.52,0.364,0.476,621.0,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2,3.1,0.9,4.0,0.142,5.4,1.1,6.5,1,dennis-smithjr-1,PG,19,PG,5.8,211,224,1871,1904,2479,186.7,1990,0.78,1.16,0.58013,1.0
Zach Collins,2016-17,Gonzaga,WCC,673,31.0,0.703,0.676,0.101,0.715,359.0,12.1,23.3,18.4,4.4,1.5,9.8,17.8,24.8,2.6,2.4,5.0,0.299,4.6,6.0,10.6,1,zach-collins-1,PF,19,PF,8.9,222,235,2089,2134,2819,232.2,2159,0.73,0.37,0.522021,0.0
Malik Monk,2016-17,Kentucky,SEC,1218,21.5,0.586,0.543,0.47,0.323,660.0,1.1,7.3,4.2,13.3,1.6,1.5,10.4,27.2,3.9,1.9,5.8,0.189,6.5,2.5,9.0,1,malik-monk-1,SG,18,SG,6.4,218,234,1932,1965,2553,202.6,2056,0.87,0.89,0.557968,0.97
Luke Kennard,2016-17,Duke,ACC,1314,24.4,0.629,0.579,0.414,0.386,672.0,3.9,12.1,8.2,13.6,1.4,0.9,9.3,24.0,5.5,1.6,7.1,0.217,8.4,2.0,10.3,2,luke-kennard-1,SG,20,SG,6.6,203,222,1943,1968,2502,196.2,1962,0.82,0.62,0.58013,0.97
Donovan Mitchell,2016-17,Louisville,ACC,1098,21.8,0.534,0.498,0.509,0.243,502.0,3.7,12.9,8.3,16.0,3.7,1.7,10.2,24.6,3.0,2.4,5.4,0.197,5.7,5.5,11.1,2,donovan-mitchell-1,SG,20,SG,5.9,216,241,1861,1905,2464,211.4,2083,1.19,0.65,0.58013,0.97
Bam Adebayo,2016-17,Kentucky,SEC,1145,22.0,0.624,0.599,0.0,0.831,488.0,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,3.3,2.3,5.6,0.196,4.5,3.6,8.2,1,edrice-adebayo-1,PF,19,C,7.7,232,250,2091,2125,2791,242.7,2213,1.12,1.55,0.557968,1.0
Justin Patton,2016-17,Creighton,Big East,885,25.2,0.671,0.689,0.051,0.294,406.0,8.0,19.0,13.9,8.5,1.9,5.9,15.1,22.0,2.5,1.8,4.3,0.194,4.2,4.2,8.4,1,justin-patton-1,C,19,C,7.8,222,248,2083,2115,2832,229.0,2210,0.87,0.19,0.567962,0.97
D.J. Wilson,2016-17,Michigan,Big Ten,1155,20.9,0.628,0.605,0.361,0.197,405.0,6.6,16.5,11.6,8.5,1.1,5.2,11.2,18.3,3.2,1.6,4.8,0.166,5.4,2.5,7.9,3,dj-wilson-1,PF,20,PF,6.4,235,260,2051,2096,2781,234.4,2210,0.85,0.77,0.56507,0.95
TJ Leaf,2016-17,UCLA,Pac-12,1048,26.6,0.66,0.652,0.152,0.278,536.0,9.0,19.7,14.9,13.2,1.1,3.5,10.8,22.0,4.2,1.6,5.8,0.22,6.5,2.1,8.6,1,tj-leaf-1,PF,19,PF,6.8,216,241,2051,2076,2718,222.2,2108,0.82,1.2,0.550066,1.0
John Collins,2016-17,Wake Forest,ACC,878,35.9,0.658,0.622,0.003,0.585,579.0,16.4,25.6,21.1,4.5,1.3,6.6,11.1,29.9,4.6,1.0,5.6,0.256,9.3,0.7,9.9,2,john-collins-1,PF,19,PF,5.4,229,254,2038,2070,2705,225.2,2115,0.88,1.06,0.58013,1.0
Harry Giles,2016-17,Duke,ACC,300,19.8,0.57,0.577,0.0,0.308,113.0,16.4,21.6,19.1,5.6,1.7,5.3,16.8,17.9,0.6,0.6,1.2,0.164,1.5,2.9,4.4,1,harry-giles-1,C,19,PF,5.2,241,273,2064,2096,2781,232.0,2216,1.17,1.13,0.58013,0.23
Jarrett Allen,2016-17,Texas,Big 12,1061,20.3,0.571,0.566,0.022,0.472,428.0,10.9,18.9,14.9,5.7,1.0,5.0,17.8,22.6,1.5,1.7,3.3,0.124,2.6,2.6,5.2,1,jarrett-allen-1,C,18,C,7.4,241,267,2057,2089,2781,233.6,2267,1.5,1.44,0.578156,1.0
OG Anunoby,2016-17,Indiana,Big Ten,402,23.8,0.611,0.615,0.369,0.393,167.0,8.5,16.1,12.5,11.0,3.0,5.5,15.2,20.8,1.1,0.7,1.7,0.172,5.4,3.5,8.9,2,og-anunoby-1,SF,19,SF,6.8,235,241,1988,2026,2731,232.4,2191,1.01,1.37,0.56507,0.62
Caleb Swanigan,2016-17,Purdue,Big Ten,1139,26.2,0.62,0.572,0.202,0.499,640.0,10.7,32.7,22.5,18.9,0.8,2.5,18.5,28.1,3.7,2.6,6.4,0.224,6.1,3.4,9.4,2,caleb-swanigan-1,C,19,PF,12.55,229,260,2019,2045,2718,246.6,2222,0.61,0.67,0.56507,1.0
Kyle Kuzma,2016-17,Utah,Pac-12,894,25.0,0.565,0.542,0.233,0.352,481.0,11.3,23.3,17.7,15.2,1.1,1.6,12.8,27.0,2.8,1.8,4.5,0.204,5.6,0.7,6.3,3,kyle-kuzma-1,PF,21,SF,9.4,216,241,2032,2070,2731,222.6,2140,0.87,0.95,0.550066,1.0
Tony Bradley,2016-17,UNC,ACC,553,26.2,0.59,0.573,0.0,0.59,270.0,18.6,19.0,18.8,7.2,1.0,4.4,9.9,20.7,2.1,1.0,3.1,0.225,5.6,2.3,7.9,1,tony-bradley-1,C,19,C,12.0,241,241,2064,2102,2858,248.8,2261,1.07,1.35,0.58013,0.0
Derrick White,2016-17,Colorado,Pac-12,1116,27.3,0.627,0.578,0.356,0.45,603.0,3.5,10.5,7.0,28.6,2.2,4.9,14.2,25.3,4.5,1.4,5.9,0.211,9.0,3.4,12.4,1,derrick-white-1,SG,22,PG,6.2,210,216,1911,1943,2578,189.8,2019,0.88,0.98,0.550066,0.94
Josh Hart,2016-17,Villanova,Big East,1193,28.2,0.619,0.59,0.395,0.367,648.0,5.8,17.6,12.2,18.8,2.9,1.0,11.5,27.8,5.1,2.6,7.7,0.257,8.1,3.9,12.0,4,josh-hart-1,SF,21,SG,5.8,216,241,1924,1956,2565,209.2,2038,0.74,0.93,0.567962,0.97
Frank Jackson,2016-17,Duke,ACC,895,17.0,0.598,0.564,0.459,0.363,371.0,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1,2.4,0.9,3.3,0.147,3.7,1.4,5.1,1,frank-jackson-2,PG,19,PG,6.7,210,229,1880,1918,2489,201.6,2019,1.03,1.03,0.58013,0.44
Wesley Iwundu,2016-17,Kansas State,Big 12,1098,20.1,0.585,0.532,0.271,0.506,466.0,4.1,20.0,12.3,22.9,1.9,1.2,17.2,22.3,2.6,1.8,4.4,0.16,4.9,2.6,7.5,4,wesley-iwundu-1,SF,22,SG,4.0,222,241,1968,2000,2680,193.4,2159,0.93,0.8,0.578156,1.0
Frank Mason,2016-17,Kansas,Big 12,1301,25.5,0.622,0.573,0.354,0.484,745.0,2.0,10.5,6.4,26.1,2.0,0.2,12.4,25.6,5.8,1.7,7.5,0.23,8.6,2.7,11.3,4,frank-mason-1,PG,22,PG,5.8,211,224,1871,1904,2479,186.7,1990,0.87,1.09,0.578156,1.0
Semi Ojeleye,2016-17,SMU,AAC,1195,26.5,0.621,0.572,0.399,0.508,595.0,8.4,15.0,11.9,9.3,0.8,1.6,8.5,25.9,5.5,2.2,7.7,0.257,8.3,1.1,9.3,1,semi-ojeleye-1,PF,22,SF,5.5,222,241,1962,2000,2591,241.4,2076,0.63,0.96,0.489703,1.0
Jordan Bell,2016-17,Oregon,Pac-12,1124,26.4,0.658,0.641,0.052,0.435,445.0,12.2,22.4,17.6,11.4,2.5,8.5,18.8,18.0,3.2,3.0,6.2,0.222,5.3,5.5,10.8,3,jordan-bell-1,C,22,PF,5.4,235,241,2007,2045,2654,223.6,2127,0.96,0.44,0.550066,0.97
Dwayne Bacon,2016-17,Florida State,ACC,1008,20.8,0.544,0.51,0.35,0.282,544.0,4.0,12.0,8.1,11.6,1.9,0.4,11.4,29.4,2.5,1.3,3.8,0.151,4.6,1.0,5.5,2,dwayne-bacon-1,SG,21,SG,7.9,222,254,1949,1988,2629,221.6,2083,0.77,1.08,0.58013,1.0
Thomas Bryant,2016-17,Indiana,Big Ten,954,21.6,0.601,0.56,0.211,0.519,419.0,9.7,17.2,13.7,9.8,1.6,5.7,18.0,22.2,2.4,1.4,3.8,0.159,3.8,2.4,6.2,2,thomas-bryant-1,C,19,PF,9.4,241,260,2070,2102,2858,247.8,2286,1.21,0.99,0.56507,1.0
Damyean Dotson,2016-17,Houston,AAC,1098,23.9,0.611,0.595,0.567,0.123,482.0,5.1,18.1,11.5,6.9,1.6,0.6,6.8,23.1,3.9,2.0,5.9,0.216,8.2,1.3,9.4,2,damyean-dotson-1,SG,22,SG,5.3,216,235,1943,1968,2540,205.2,2057,0.78,0.74,0.489703,1.0
Dillon Brooks,2016-17,Oregon,Pac-12,886,25.5,0.585,0.556,0.336,0.299,525.0,4.8,9.7,7.4,23.1,2.5,2.0,13.0,31.6,3.1,1.6,4.7,0.213,6.2,2.9,9.1,3,dillon-brooks-1,SG,21,SG,7.5,210,235,1956,1981,2553,220.2,1981,0.84,0.83,0.550066,0.77
Sterling Brown,2016-17,SMU,AAC,1143,21.7,0.583,0.546,0.387,0.313,463.0,6.0,16.9,11.7,17.9,2.7,2.2,14.6,21.9,3.3,2.7,6.0,0.211,4.8,4.0,8.9,4,sterling-brown-2,SF,21,SG,6.4,218,234,1932,1965,2553,202.6,2056,0.83,0.86,0.489703,0.97
Sindarius Thornwell,2016-17,South Carolina,SEC,1051,30.3,0.59,0.51,0.337,0.59,634.0,8.0,16.3,11.9,19.1,3.6,3.4,11.9,29.5,4.4,2.8,7.2,0.273,11.0,6.2,17.1,4,sindarius-thornwell-1,SF,22,SG,7.8,222,222,1918,1949,2616,211.6,2083,0.7,0.45,0.557968,1.0
Monte Morris,2016-17,Iowa State,Big 12,1237,24.7,0.555,0.523,0.308,0.239,645.0,3.7,11.3,7.6,32.0,2.4,0.8,7.5,22.8,4.8,1.7,6.5,0.21,7.5,3.0,10.5,4,monte-morris-1,PG,21,PG,6.9,210,222,1861,1892,2451,175.2,1930,0.85,0.9,0.578156,1.0
Edmond Sumner,2016-17,Xavier,Big East,696,21.1,0.57,0.507,0.209,0.645,325.0,1.8,13.7,7.6,30.2,2.3,2.7,17.4,24.0,1.8,0.9,2.7,0.154,5.1,3.7,8.8,3,edmond-sumner-1,SG,21,PG,8.3,210,229,1930,1975,2604,176.4,2057,0.92,0.9,0.567962,0.95
Kadeem Allen,2016-17,Arizona,Pac-12,1020,16.7,0.57,0.521,0.318,0.492,340.0,1.5,13.8,8.1,17.8,3.1,2.3,18.3,18.1,1.7,2.0,3.8,0.148,2.2,5.2,7.4,2,kadeem-allen-1,PG,24,PG,6.4,216,222,1854,1886,2527,192.4,2064,1.25,0.62,0.550066,0.97
Deandre Ayton,2017-18,Arizona,Pac-12,1172,32.6,0.65,0.625,0.078,0.424,666.0,13.5,28.2,21.4,10.2,1.0,6.1,11.3,26.6,5.5,2.1,7.6,0.259,8.6,2.4,11.0,1,deandre-ayton-1,C,19,C,7.7,232,250,2091,2125,2791,242.7,2213,0.89,1.07,0.550836,1.0
Marvin Bagley III,2017-18,Duke,ACC,1118,30.6,0.643,0.64,0.132,0.475,630.0,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3,4.8,2.1,6.9,0.248,8.8,2.0,10.8,1,marvin-bagleyiii-1,PF,18,PF,8.2,230,245,2043,2074,2720,233.3,2174,0.83,0.63,0.573692,0.97
Jaren Jackson Jr.,2017-18,Michigan State,Big Ten,764,26.9,0.647,0.595,0.414,0.573,347.0,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.6,0.239,4.4,7.3,11.7,1,jaren-jacksonjr-1,C,18,PF,8.2,230,245,2043,2074,2720,233.3,2174,1.0,0.8,0.552393,0.97
Trae Young,2017-18,Oklahoma,Big 12,1133,28.3,0.585,0.518,0.531,0.443,935.0,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,4.6,1.1,5.7,0.201,9.7,1.3,11.1,1,trae-young-1,PG,19,PG,5.35,203,235,1842,1873,2426,177.8,1905,1.06,0.9,0.581299,1.0
Mohamed Bamba,2017-18,Texas,Big 12,906,28.3,0.593,0.567,0.189,0.441,377.0,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,4.8,0.212,5.0,5.9,10.9,1,mohamed-bamba-1,C,19,C,6.2,248,260,2115,2153,2934,225.6,2388,1.09,0.75,0.581299,0.97
Wendell Carter Jr.,2017-18,Duke,ACC,997,28.2,0.628,0.591,0.144,0.527,501.0,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,3.6,2.3,5.9,0.239,6.3,5.1,11.4,1,wendell-carterjr-1,C,18,C,7.7,232,250,2091,2125,2791,242.7,2213,0.93,0.77,0.573692,1.0
Collin Sexton,2017-18,Alabama,SEC,987,23.5,0.567,0.498,0.299,0.575,622.0,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,3.2,1.2,4.4,0.177,5.8,1.1,6.9,1,collin-sexton-1,SG,19,PG,5.6,210,216,1842,1867,2502,183.0,2013,0.99,0.97,0.573721,0.97
Kevin Knox,2017-18,Kentucky,SEC,1198,17.0,0.556,0.51,0.38,0.373,518.0,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,2.3,1.7,4.0,0.133,3.3,1.8,5.1,1,kevin-knox-1,SF,18,SF,4.95,222,235,2026,2057,2743,212.6,2127,0.98,0.95,0.573721,1.0
Mikal Bridges,2017-18,Villanova,Big East,1285,26.8,0.655,0.623,0.503,0.282,644.0,5.2,13.8,9.7,10.6,2.7,3.5,9.1,23.2,5.4,2.4,7.7,0.241,8.7,4.1,12.9,3,mikal-bridges-1,SF,21,SF,6.6,223,239,1983,2017,2631,215.5,2111,0.88,0.95,0.574677,1.0
Shai Gilgeous-Alexander,2017-18,Kentucky,SEC,1248,21.2,0.578,0.516,0.151,0.464,571.0,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.2,0.167,5.3,3.7,9.0,1,shai-gilgeous-alexander-1,SG,19,PG,3.0,229,229,1943,1981,2642,180.0,2121,1.29,0.8,0.573721,0.65
Miles Bridges,2017-18,Michigan State,Big Ten,1067,22.6,0.572,0.535,0.427,0.239,531.0,5.2,18.2,12.5,16.9,1.2,2.5,11.6,27.1,3.3,2.2,5.5,0.208,6.2,2.5,8.7,2,miles-bridges-1,PF,19,SF,5.9,229,248,1962,2000,2629,220.4,2070,0.94,1.1,0.552393,0.97
Jerome Robinson,2017-18,Boston College,ACC,1260,21.3,0.608,0.564,0.386,0.343,668.0,1.5,9.7,5.6,19.5,1.4,0.4,13.9,27.3,3.9,1.0,4.9,0.157,5.5,0.1,5.5,3,jerome-robinson-2,SG,20,SG,6.05,229,254,1930,1956,2489,188.4,2013,0.64,1.58,0.573692,1.0
Troy Brown,2017-18,Oregon,Pac-12,1093,16.6,0.532,0.494,0.342,0.326,424.0,5.9,18.0,12.0,18.7,2.9,0.8,18.8,21.0,1.5,1.6,3.1,0.114,1.4,2.3,3.7,1,troy-brown-5,SF,18,SF,7.05,229,248,1975,2000,2667,208.0,2089,1.08,0.66,0.550836,1.0
Donte DiVincenzo,2017-18,Villanova,Big East,1170,20.9,0.608,0.59,0.542,0.274,557.0,4.9,13.9,9.6,20.0,2.0,0.7,15.2,22.4,3.7,1.8,5.5,0.188,6.1,2.9,9.0,3,donte-divincenzo-1,SG,21,SG,5.0,210,229,1918,1943,2477,200.6,1981,0.9,1.25,0.574677,0.25
Lonnie Walker,2017-18,Miami (FL),ACC,888,16.3,0.527,0.503,0.509,0.204,344.0,1.7,9.2,5.5,13.0,2.0,1.8,9.6,22.4,1.6,1.3,2.8,0.127,2.9,2.3,5.2,1,lonnie-walker-2,SG,19,SG,5.65,229,241,1924,1943,2527,196.2,2089,1.01,0.74,0.573692,0.56
Kevin Huerter,2017-18,Maryland,Big Ten,1101,19.4,0.64,0.616,0.543,0.307,457.0,3.7,12.9,8.8,20.3,1.1,2.1,17.8,21.5,3.0,1.6,4.5,0.165,5.7,2.1,7.8,2,kevin-huerter-1,SG,19,SG,8.6,210,216,1988,2013,2578,194.0,2019,0.94,1.28,0.552393,1.0
Josh Okogie,2017-18,Georgia Tech,ACC,873,22.3,0.55,0.475,0.313,0.506,421.0,7.3,13.1,10.2,15.6,2.9,2.8,13.3,27.3,2.1,1.3,3.4,0.156,5.8,2.2,8.1,2,josh-okogie-1,SG,19,SG,5.2,229,248,1905,1943,2591,210.8,2134,0.85,0.98,0.573692,1.0
Grayson Allen,2017-18,Duke,ACC,1319,18.8,0.58,0.536,0.637,0.293,574.0,1.8,8.0,5.1,21.2,2.8,0.2,13.8,20.7,4.0,2.0,5.9,0.179,5.0,3.4,8.4,4,grayson-allen-1,SG,22,SG,5.55,210,254,1905,1943,2464,198.0,2013,0.94,0.95,0.573692,1.0
Chandler Hutchison,2017-18,Boise State,MWC,961,25.9,0.575,0.528,0.296,0.519,603.0,3.4,25.6,14.6,24.1,2.7,0.9,16.2,33.2,2.8,2.2,5.0,0.208,5.1,3.8,8.9,4,chandler-hutchison-1,SF,21,SF,6.6,223,239,1983,2017,2631,215.5,2111,0.63,0.72,0.517405,1.0
Aaron Holiday,2017-18,UCLA,Pac-12,1244,21.1,0.609,0.557,0.446,0.417,686.0,1.6,8.7,5.3,29.9,1.9,0.7,18.5,26.7,3.7,1.2,4.9,0.157,5.3,0.6,5.9,3,aaron-holiday-1,PG,21,PG,6.4,222,216,1822,1848,2464,187.0,2019,0.77,1.2,0.550836,1.0
Moritz Wagner,2017-18,Michigan,Big Ten,1078,24.7,0.619,0.605,0.391,0.264,499.0,6.5,24.7,15.7,6.7,2.1,2.0,10.8,25.9,3.1,2.6,5.7,0.213,5.4,3.8,9.2,3,moritz-wagner-1,C,20,C,6.75,229,273,2096,2121,2743,241.4,2134,0.86,0.78,0.552393,1.0
Landry Shamet,2017-18,Wichita State,AAC,1015,21.4,0.655,0.622,0.603,0.327,476.0,1.6,9.7,5.8,28.8,1.3,0.7,15.5,20.7,3.8,1.1,4.9,0.195,7.3,1.3,8.6,3,landry-shamet-1,SG,20,PG,4.85,203,229,1930,1962,2540,188.6,2000,0.83,0.95,0.475291,1.0
Robert Williams,2017-18,Texas A&M,SEC,769,25.5,0.614,0.632,0.055,0.318,296.0,10.2,26.8,18.9,10.8,1.8,10.4,17.0,19.0,1.5,2.0,3.5,0.184,4.5,6.2,10.6,2,robert-williams-3,C,20,C,7.7,232,250,2091,2125,2791,242.7,2213,1.44,1.18,0.573721,0.77
Jevon Carter,2017-18,West Virginia,Big 12,1313,24.9,0.549,0.498,0.385,0.305,686.0,2.4,13.1,7.5,36.2,4.9,1.2,14.4,25.0,4.3,2.8,7.0,0.214,6.7,5.3,12.0,4,jevon-carter-1,PG,22,PG,4.15,235,216,1835,1867,2413,196.2,1937,0.87,0.65,0.581299,1.0
Jalen Brunson,2017-18,Villanova,Big East,1272,26.1,0.635,0.604,0.407,0.313,745.0,1.2,9.7,5.6,26.6,1.7,0.1,10.7,26.4,6.0,1.7,7.7,0.241,8.0,2.2,10.2,3,jalen-brunson-1,PG,21,PG,6.7,210,235,1854,1886,2438,198.4,1930,0.85,0.93,0.574677,1.0
Devonte' Graham,2017-18,Kansas,Big 12,1474,21.2,0.568,0.51,0.544,0.406,770.0,2.0,9.6,6.0,31.4,2.4,0.1,15.5,23.9,4.9,1.8,6.7,0.182,6.6,2.0,8.6,4,devonte-graham-1,PG,22,PG,4.8,216,241,1835,1867,2438,186.4,1988,0.99,0.79,0.581299,1.0
Gary Trent Jr.,2017-18,Duke,ACC,1253,16.7,0.567,0.528,0.564,0.227,468.0,2.9,10.3,6.8,6.8,1.9,0.4,7.4,19.5,3.3,1.8,5.1,0.163,4.4,2.6,7.0,1,gary-trentjr-1,SG,19,PG,5.8,211,224,1871,1904,2479,186.7,1990,0.97,0.7,0.573692,1.0
Khyri Thomas,2017-18,Creighton,Big East,1046,21.8,0.65,0.629,0.442,0.249,474.0,4.0,11.0,7.7,15.1,2.9,0.8,13.4,21.0,3.1,1.7,4.8,0.183,5.3,3.3,8.6,3,khyri-thomas-1,SG,21,SG,6.4,222,235,1892,1924,2565,198.8,2096,1.05,1.15,0.574677,1.0
Jarred Vanderbilt,2017-18,Kentucky,SEC,238,21.6,0.476,0.426,0.015,0.559,103.0,23.1,27.9,25.7,10.7,1.4,5.3,14.8,20.8,0.5,0.5,1.0,0.172,3.5,2.9,6.4,1,jarred-vanderbilt-1,PF,18,PF,8.2,230,245,2043,2074,2720,233.3,2174,1.08,1.45,0.573721,0.0
Bruce Brown,2017-18,Miami (FL),ACC,640,16.9,0.488,0.457,0.319,0.372,242.0,4.6,20.0,12.4,21.3,2.3,2.5,16.3,21.2,0.7,1.2,1.9,0.121,1.5,3.6,5.1,2,bruce-brown-2,PG,21,SG,3.75,216,216,1918,1956,2502,194.6,2057,1.48,1.05,0.573692,1.0
Hamidou Diallo,2017-18,Kentucky,SEC,918,13.8,0.498,0.47,0.246,0.399,348.0,4.2,11.5,8.1,9.5,1.7,1.6,12.0,22.6,1.1,1.3,2.4,0.103,0.6,2.3,2.9,1,hamidou-diallo-1,SF,19,SG,4.45,222,229,1937,1981,2616,197.0,2121,1.31,1.39,0.573721,1.0
De'Anthony Melton,2016-17,USC,Pac-12,972,19.2,0.53,0.483,0.32,0.472,351.0,5.9,13.6,9.9,22.5,4.0,3.9,18.5,17.7,1.7,1.5,3.2,0.133,2.6,4.6,7.2,1,deanthony-melton-1,PG,19,SG,5.2,216,241,1886,1911,2527,193.2,2045,1.23,1.04,0.550066,0.69
