player_name,season,school_name,conf_abbr,g,gs,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_40,obpm,dbpm,bpm,years,year,position,body_fat_pct,hand_length,hand_width,height_wo_shoes,height_w_shoes,standing_reach,weight,wingspan,"('Alex Len', 'weight')","('Markelle Fultz', 'weight')"
Bam Adebayo,2016-17,Kentucky,SEC,38,38,1145,22.0,0.624,0.599,0.0,0.831,488.0,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,3.3,2.3,5.6,0.196,4.5,3.6,8.2,1,,C,,0,0,0,0,0,nan,0,0,0
Justin Jackson (UNC),2016-17,UNC,ACC,40,39,1281,21.3,0.555,0.531,0.477,0.22,659.0,4.8,10.8,7.8,15.8,1.3,0.8,9.5,25.7,4.3,1.8,6.1,0.191,7.7,2.1,9.8,3,2017-18,SF,8.10,222,235,2007,2038,2654,200.8,2108,0,0
Justin Patton,2016-17,Creighton,Big East,35,34,885,25.2,0.671,0.689,0.051,0.294,406.0,8.0,19.0,13.9,8.5,1.9,5.9,15.1,22.0,2.5,1.8,4.3,0.194,4.2,4.2,8.4,1,2017-18,C,7.80,222,248,2083,2115,2832,229.0,2210,0,0
D.J. Wilson,2016-17,Michigan,Big Ten,38,36,1155,20.9,0.628,0.605,0.361,0.197,405.0,6.6,16.5,11.6,8.5,1.1,5.2,11.2,18.3,3.2,1.6,4.8,0.166,5.4,2.5,7.9,3,2017-18,PF,6.40,235,260,2051,2096,2781,234.4,2210,0,0
TJ Leaf,2016-17,UCLA,Pac-12,35,35,1048,26.6,0.66,0.652,0.152,0.278,536.0,9.0,19.7,14.9,13.2,1.1,3.5,10.8,22.0,4.2,1.6,5.8,0.22,6.5,2.1,8.6,1,2017-18,PF,6.80,216,241,2051,2076,2718,222.2,2108,0,0
John Collins,2016-17,Wake Forest,ACC,33,33,878,35.9,0.658,0.622,0.003,0.585,579.0,16.4,25.6,21.1,4.5,1.3,6.6,11.1,29.9,4.6,1.0,5.6,0.256,9.3,0.7,9.9,2,2017-18,PF,5.40,229,254,2038,2070,2705,225.2,2115,0,0
Harry Giles,2016-17,Duke,ACC,26,6,300,19.8,0.57,0.577,0.0,0.308,113.0,16.4,21.6,19.1,5.6,1.7,5.3,16.8,17.9,0.6,0.6,1.2,0.164,1.5,2.9,4.4,1,2017-18,PF,5.20,241,273,2064,2096,2781,232.0,2216,0,0
Jarrett Allen,2016-17,Texas,Big 12,33,33,1061,20.3,0.571,0.566,0.022,0.472,428.0,10.9,18.9,14.9,5.7,1.0,5.0,17.8,22.6,1.5,1.7,3.3,0.124,2.6,2.6,5.2,1,2017-18,C,7.40,241,267,2057,2089,2781,233.6,2267,0,0
OG Anunoby,2016-17,Indiana,Big Ten,16,10,402,23.8,0.611,0.615,0.369,0.393,167.0,8.5,16.1,12.5,11.0,3.0,5.5,15.2,20.8,1.1,0.7,1.7,0.172,5.4,3.5,8.9,2,2017-18,SF,6.80,235,241,1988,2026,2731,232.4,2191,0,0
Tyler Lydon,2016-17,Syracuse,ACC,34,34,1227,20.3,0.599,0.55,0.389,0.364,445.0,7.7,19.2,13.7,10.8,1.7,4.7,13.6,18.0,3.1,1.7,4.8,0.157,4.8,2.2,7.0,2,2017-18,PF,13.60,222,222,2038,2070,2731,215.0,2134,0,0
Caleb Swanigan,2016-17,Purdue,Big Ten,35,35,1139,26.2,0.62,0.572,0.202,0.499,640.0,10.7,32.7,22.5,18.9,0.8,2.5,18.5,28.1,3.7,2.6,6.4,0.224,6.1,3.4,9.4,2,2016-17,PF,12.55,229,260,2019,2045,2718,246.6,2222,0,0
Kyle Kuzma,2016-17,Utah,Pac-12,29,29,894,25.0,0.565,0.542,0.233,0.352,481.0,11.3,23.3,17.7,15.2,1.1,1.6,12.8,27.0,2.8,1.8,4.5,0.204,5.6,0.7,6.3,3,2017-18,SF,9.40,216,241,2032,2070,2731,222.6,2140,0,0
Tony Bradley,2016-17,UNC,ACC,38,0,553,26.2,0.59,0.573,0.0,0.59,270.0,18.6,19.0,18.8,7.2,1.0,4.4,9.9,20.7,2.1,1.0,3.1,0.225,5.6,2.3,7.9,1,2017-18,C,12.00,241,241,2064,2102,2858,248.8,2261,0,0
Derrick White,2016-17,Colorado,Pac-12,34,32,1116,27.3,0.627,0.578,0.356,0.45,603.0,3.5,10.5,7.0,28.6,2.2,4.9,14.2,25.3,4.5,1.4,5.9,0.211,9.0,3.4,12.4,1,2017-18,PG,6.20,210,216,1911,1943,2578,189.8,2019,0,0
Josh Hart,2016-17,Villanova,Big East,36,35,1193,28.2,0.619,0.59,0.395,0.367,648.0,5.8,17.6,12.2,18.8,2.9,1.0,11.5,27.8,5.1,2.6,7.7,0.257,8.1,3.9,12.0,4,2017-18,SG,5.80,216,241,1924,1956,2565,209.2,2038,0,0
Frank Jackson,2016-17,Duke,ACC,36,16,895,17.0,0.598,0.564,0.459,0.363,371.0,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1,2.4,0.9,3.3,0.147,3.7,1.4,5.1,1,2017-18,PG,6.70,210,229,1880,1918,2489,201.6,2019,0,0
Davon Reed,2016-17,Miami (FL),ACC,33,33,1165,19.7,0.58,0.539,0.535,0.29,460.0,2.9,13.1,8.1,14.3,2.3,1.5,13.7,22.2,2.9,1.9,4.8,0.163,5.0,3.2,8.2,4,2017-18,SG,6.50,235,241,1943,1968,2591,206.2,2134,0,0
Wesley Iwundu,2016-17,Kansas State,Big 12,35,35,1098,20.1,0.585,0.532,0.271,0.506,466.0,4.1,20.0,12.3,22.9,1.9,1.2,17.2,22.3,2.6,1.8,4.4,0.16,4.9,2.6,7.5,4,2017-18,SG,4.00,222,241,1968,2000,2680,193.4,2159,0,0
Frank Mason,2016-17,Kansas,Big 12,36,36,1301,25.5,0.622,0.573,0.354,0.484,745.0,2.0,10.5,6.4,26.1,2.0,0.2,12.4,25.6,5.8,1.7,7.5,0.23,8.6,2.7,11.3,4,,PG,,0,0,0,0,0,nan,0,0,0
Ivan Rabb,2016-17,California,Pac-12,31,30,1012,21.7,0.541,0.497,0.064,0.599,432.0,10.7,25.7,18.3,10.9,1.3,3.3,14.3,23.8,2.1,2.5,4.6,0.18,3.0,3.4,6.4,2,2017-18,PF,6.80,222,229,2051,2083,2769,219.6,2172,0,0
Jonah Bolden,2015-16,UCLA,Pac-12,31,11,672,12.4,0.499,0.451,0.293,0.366,156.0,5.8,17.5,11.8,7.8,1.7,4.2,15.3,12.1,0.6,0.9,1.4,0.086,0.3,3.4,3.7,1,,C,,0,0,0,0,0,nan,0,0,0
Semi Ojeleye,2016-17,SMU,AAC,35,35,1195,26.5,0.621,0.572,0.399,0.508,595.0,8.4,15.0,11.9,9.3,0.8,1.6,8.5,25.9,5.5,2.2,7.7,0.257,8.3,1.1,9.3,1,2017-18,SF,5.50,222,241,1962,2000,2591,241.4,2076,0,0
Jordan Bell,2016-17,Oregon,Pac-12,39,38,1124,26.4,0.658,0.641,0.052,0.435,445.0,12.2,22.4,17.6,11.4,2.5,8.5,18.8,18.0,3.2,3.0,6.2,0.222,5.3,5.5,10.8,3,2017-18,PF,5.40,235,241,2007,2045,2654,223.6,2127,0,0
Jawun Evans,2016-17,Oklahoma State,Big 12,32,32,936,27.3,0.535,0.475,0.197,0.396,659.0,2.8,11.0,6.8,43.6,3.3,0.5,13.6,32.7,4.0,0.8,4.8,0.206,8.0,1.2,9.2,2,2017-18,PG,9.10,203,197,1797,1816,2413,185.2,1968,0,0
Dwayne Bacon,2016-17,Florida State,ACC,35,35,1008,20.8,0.544,0.51,0.35,0.282,544.0,4.0,12.0,8.1,11.6,1.9,0.4,11.4,29.4,2.5,1.3,3.8,0.151,4.6,1.0,5.5,2,2017-18,SG,7.90,222,254,1949,1988,2629,221.6,2083,0,0
Tyler Dorsey,2016-17,Oregon,Pac-12,39,39,1169,19.6,0.606,0.575,0.514,0.343,510.0,3.5,9.6,6.7,10.7,1.5,0.4,11.1,22.9,3.5,1.7,5.2,0.178,5.1,1.6,6.8,2,2017-18,SG,4.70,216,235,1905,1943,2527,182.6,1962,0,0
Thomas Bryant,2016-17,Indiana,Big Ten,34,34,954,21.6,0.601,0.56,0.211,0.519,419.0,9.7,17.2,13.7,9.8,1.6,5.7,18.0,22.2,2.4,1.4,3.8,0.159,3.8,2.4,6.2,2,2017-18,PF,9.40,241,260,2070,2102,2858,247.8,2286,0,0
Damyean Dotson,2016-17,Houston,AAC,32,32,1098,23.9,0.611,0.595,0.567,0.123,482.0,5.1,18.1,11.5,6.9,1.6,0.6,6.8,23.1,3.9,2.0,5.9,0.216,8.2,1.3,9.4,2,2017-18,SG,5.30,216,235,1943,1968,2540,205.2,2057,0,0
Dillon Brooks,2016-17,Oregon,Pac-12,35,27,886,25.5,0.585,0.556,0.336,0.299,525.0,4.8,9.7,7.4,23.1,2.5,2.0,13.0,31.6,3.1,1.6,4.7,0.213,6.2,2.9,9.1,3,2017-18,SG,7.50,210,235,1956,1981,2553,220.2,1981,0,0
Sterling Brown,2016-17,SMU,AAC,35,34,1143,21.7,0.583,0.546,0.387,0.313,463.0,6.0,16.9,11.7,17.9,2.7,2.2,14.6,21.9,3.3,2.7,6.0,0.211,4.8,4.0,8.9,4,,SG,,0,0,0,0,0,nan,0,0,0
Ike Anigbogu,2016-17,UCLA,Pac-12,29,0,377,17.1,0.564,0.564,0.0,0.426,139.0,13.2,19.9,16.9,2.3,0.7,8.8,16.5,18.4,0.6,0.7,1.3,0.133,-1.5,2.4,0.9,1,2017-18,C,5.40,241,254,2045,2076,2807,252.2,2292,0,0
Sindarius Thornwell,2016-17,South Carolina,SEC,31,31,1051,30.3,0.59,0.51,0.337,0.59,634.0,8.0,16.3,11.9,19.1,3.6,3.4,11.9,29.5,4.4,2.8,7.2,0.273,11.0,6.2,17.1,4,2017-18,SG,7.80,222,222,1918,1949,2616,211.6,2083,0,0
Monte Morris,2016-17,Iowa State,Big 12,35,35,1237,24.7,0.555,0.523,0.308,0.239,645.0,3.7,11.3,7.6,32.0,2.4,0.8,7.5,22.8,4.8,1.7,6.5,0.21,7.5,3.0,10.5,4,2017-18,PG,6.90,210,222,1861,1892,2451,175.2,1930,0,0
Edmond Sumner,2016-17,Xavier,Big East,21,20,696,21.1,0.57,0.507,0.209,0.645,325.0,1.8,13.7,7.6,30.2,2.3,2.7,17.4,24.0,1.8,0.9,2.7,0.154,5.1,3.7,8.8,3,2017-18,PG,8.30,210,229,1930,1975,2604,176.4,2057,0,0
Kadeem Allen,2016-17,Arizona,Pac-12,34,33,1020,16.7,0.57,0.521,0.318,0.492,340.0,1.5,13.8,8.1,17.8,3.1,2.3,18.3,18.1,1.7,2.0,3.8,0.148,2.2,5.2,7.4,2,2017-18,PG,6.40,216,222,1854,1886,2527,192.4,2064,0,0
Alec Peters,2016-17,Valparaiso,Horizon,29,29,1019,28.7,0.594,0.528,0.342,0.415,625.0,8.5,23.3,16.2,14.8,1.3,1.2,11.2,30.8,4.2,1.9,6.1,0.241,7.5,0.4,7.9,4,2017-18,PF,8.80,222,254,2013,2051,2667,232.0,2102,0,0
Nigel Williams-Goss,2016-17,Gonzaga,WCC,38,38,1248,25.2,0.594,0.533,0.258,0.4,660.0,2.2,15.7,9.8,25.6,2.9,0.2,13.1,24.6,4.5,3.6,8.1,0.261,5.7,5.1,10.8,1,2017-18,PG,5.60,222,235,1867,1905,2515,190.2,2013,0,0
Jabari Bird,2016-17,California,Pac-12,27,25,863,16.5,0.562,0.542,0.56,0.173,331.0,3.5,13.2,8.4,7.7,1.3,0.8,12.7,23.5,1.5,1.6,3.1,0.142,3.8,2.4,6.2,4,,SG,,0,0,0,0,0,nan,0,0,0
Jaron Blossomgame,2016-17,Clemson,ACC,33,33,1133,23.1,0.561,0.526,0.213,0.381,540.0,5.9,15.5,10.6,9.7,1.4,2.9,9.7,25.9,3.2,1.1,4.3,0.152,5.2,1.0,6.2,4,2017-18,SF,5.70,222,260,1975,2000,2654,218.6,2083,0,0
Deandre Ayton,2017-18,Arizona,Pac-12,35,35,1172,32.6,0.65,0.625,0.078,0.424,666.0,13.5,28.2,21.4,10.2,1.0,6.1,11.3,26.6,5.5,2.1,7.6,0.259,8.6,2.4,11.0,1,,C,,0,0,0,0,0,nan,0,0,0
Marvin Bagley III,2017-18,Duke,ACC,33,32,1118,30.6,0.643,0.64,0.132,0.475,630.0,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3,4.8,2.1,6.9,0.248,8.8,2.0,10.8,1,,PF,,0,0,0,0,0,nan,0,0,0
Jaren Jackson Jr.,2017-18,Michigan State,Big Ten,35,34,764,26.9,0.647,0.595,0.414,0.573,347.0,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.6,0.239,4.4,7.3,11.7,1,,PF,,0,0,0,0,0,nan,0,0,0
Trae Young,2017-18,Oklahoma,Big 12,32,32,1133,28.3,0.585,0.518,0.531,0.443,935.0,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,4.6,1.1,5.7,0.201,9.7,1.3,11.1,1,2018-19,PG,5.35,203,235,1842,1873,2426,177.8,1905,0,0
Mohamed Bamba,2017-18,Texas,Big 12,30,29,906,28.3,0.593,0.567,0.189,0.441,377.0,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,4.8,0.212,5.0,5.9,10.9,1,2018-19,C,6.20,248,260,2115,2153,2934,225.6,2388,0,0
Wendell Carter Jr.,2017-18,Duke,ACC,37,37,997,28.2,0.628,0.591,0.144,0.527,501.0,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,3.6,2.3,5.9,0.239,6.3,5.1,11.4,1,,C,,0,0,0,0,0,nan,0,0,0
Collin Sexton,2017-18,Alabama,SEC,33,32,987,23.5,0.567,0.498,0.299,0.575,622.0,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,3.2,1.2,4.4,0.177,5.8,1.1,6.9,1,2018-19,PG,5.60,210,216,1842,1867,2502,183.0,2013,0,0
Kevin Knox,2017-18,Kentucky,SEC,37,37,1198,17.0,0.556,0.51,0.38,0.373,518.0,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,2.3,1.7,4.0,0.133,3.3,1.8,5.1,1,2018-19,SF,4.95,222,235,2026,2057,2743,212.6,2127,0,0
Mikal Bridges,2017-18,Villanova,Big East,40,40,1285,26.8,0.655,0.623,0.503,0.282,644.0,5.2,13.8,9.7,10.6,2.7,3.5,9.1,23.2,5.4,2.4,7.7,0.241,8.7,4.1,12.9,3,,SF,,0,0,0,0,0,nan,0,0,0
Shai Gilgeous-Alexander,2017-18,Kentucky,SEC,37,24,1248,21.2,0.578,0.516,0.151,0.464,571.0,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.2,0.167,5.3,3.7,9.0,1,2018-19,PG,3.00,229,229,1943,1981,2642,180.0,2121,0,0
Miles Bridges,2017-18,Michigan State,Big Ten,34,33,1067,22.6,0.572,0.535,0.427,0.239,531.0,5.2,18.2,12.5,16.9,1.2,2.5,11.6,27.1,3.3,2.2,5.5,0.208,6.2,2.5,8.7,2,2018-19,SF,5.90,229,248,1962,2000,2629,220.4,2070,0,0
Jerome Robinson,2017-18,Boston College,ACC,35,35,1260,21.3,0.608,0.564,0.386,0.343,668.0,1.5,9.7,5.6,19.5,1.4,0.4,13.9,27.3,3.9,1.0,4.9,0.157,5.5,0.1,5.5,3,2018-19,SG,6.05,229,254,1930,1956,2489,188.4,2013,0,0
Michael Porter Jr.,2017-18,Missouri,SEC,3,1,53,20.0,0.438,0.383,0.333,0.3,27.0,9.4,32.5,21.8,4.6,3.4,2.0,8.0,36.5,0.0,0.1,0.2,0.128,4.6,4.1,8.6,1,,SF,,0,0,0,0,0,nan,0,0,0
Troy Brown,2017-18,Oregon,Pac-12,35,35,1093,16.6,0.532,0.494,0.342,0.326,424.0,5.9,18.0,12.0,18.7,2.9,0.8,18.8,21.0,1.5,1.6,3.1,0.114,1.4,2.3,3.7,1,2018-19,SF,7.05,229,248,1975,2000,2667,208.0,2089,0,0
Zhaire Smith,2017-18,Texas Tech,Big 12,37,21,1051,23.0,0.618,0.588,0.144,0.458,417.0,9.6,11.1,10.4,12.6,2.3,4.8,10.8,18.3,3.3,2.2,5.6,0.212,6.1,4.7,10.8,1,2018-19,SF,6.05,222,210,1899,1930,2540,198.6,2076,0,0
Donte DiVincenzo,2017-18,Villanova,Big East,40,10,1170,20.9,0.608,0.59,0.542,0.274,557.0,4.9,13.9,9.6,20.0,2.0,0.7,15.2,22.4,3.7,1.8,5.5,0.188,6.1,2.9,9.0,3,2018-19,SG,5.00,210,229,1918,1943,2477,200.6,1981,0,0
Lonnie Walker,2017-18,Miami (FL),ACC,32,18,888,16.3,0.527,0.503,0.509,0.204,344.0,1.7,9.2,5.5,13.0,2.0,1.8,9.6,22.4,1.6,1.3,2.8,0.127,2.9,2.3,5.2,1,2018-19,SG,5.65,229,241,1924,1943,2527,196.2,2089,0,0
Kevin Huerter,2017-18,Maryland,Big Ten,32,32,1101,19.4,0.64,0.616,0.543,0.307,457.0,3.7,12.9,8.8,20.3,1.1,2.1,17.8,21.5,3.0,1.6,4.5,0.165,5.7,2.1,7.8,2,2018-19,SG,8.60,210,216,1988,2013,2578,194.0,2019,0,0
Josh Okogie,2017-18,Georgia Tech,ACC,24,24,873,22.3,0.55,0.475,0.313,0.506,421.0,7.3,13.1,10.2,15.6,2.9,2.8,13.3,27.3,2.1,1.3,3.4,0.156,5.8,2.2,8.1,2,2018-19,SG,5.20,229,248,1905,1943,2591,210.8,2134,0,0
Grayson Allen,2017-18,Duke,ACC,37,37,1319,18.8,0.58,0.536,0.637,0.293,574.0,1.8,8.0,5.1,21.2,2.8,0.2,13.8,20.7,4.0,2.0,5.9,0.179,5.0,3.4,8.4,4,2018-19,SG,5.55,210,254,1905,1943,2464,198.0,2013,0,0
Chandler Hutchinson,2017-18,Boise State,MWC,31,31,961,25.9,0.575,0.528,0.296,0.519,603.0,3.4,25.6,14.6,24.1,2.7,0.9,16.2,33.2,2.8,2.2,5.0,0.208,5.1,3.8,8.9,4,,SF,,0,0,0,0,0,nan,0,0,0
Aaron Holiday,2017-18,UCLA,Pac-12,33,33,1244,21.1,0.609,0.557,0.446,0.417,686.0,1.6,8.7,5.3,29.9,1.9,0.7,18.5,26.7,3.7,1.2,4.9,0.157,5.3,0.6,5.9,3,2018-19,PG,6.40,222,216,1822,1848,2464,187.0,2019,0,0
Moritz Wagner,2017-18,Michigan,Big Ten,39,39,1078,24.7,0.619,0.605,0.391,0.264,499.0,6.5,24.7,15.7,6.7,2.1,2.0,10.8,25.9,3.1,2.6,5.7,0.213,5.4,3.8,9.2,3,2018-19,C,6.75,229,273,2096,2121,2743,241.4,2134,0,0
Landry Shamet,2017-18,Wichita State,AAC,32,32,1015,21.4,0.655,0.622,0.603,0.327,476.0,1.6,9.7,5.8,28.8,1.3,0.7,15.5,20.7,3.8,1.1,4.9,0.195,7.3,1.3,8.6,3,2018-19,PG,4.85,203,229,1930,1962,2540,188.6,2000,0,0
Robert Williams,2017-18,Texas A&M,SEC,30,23,769,25.5,0.614,0.632,0.055,0.318,296.0,10.2,26.8,18.9,10.8,1.8,10.4,17.0,19.0,1.5,2.0,3.5,0.184,4.5,6.2,10.6,2,,C,,0,0,0,0,0,nan,0,0,0
Jacob Evans,2017-18,Cincinnati,AAC,36,36,1107,20.5,0.543,0.507,0.43,0.302,461.0,5.2,12.0,8.7,20.0,2.6,3.7,12.7,22.5,2.8,3.1,5.9,0.213,4.7,5.2,9.9,3,2018-19,SG,6.50,229,235,1937,1968,2604,199.6,2064,0,0
Omari Spellman,2017-18,Villanova,Big East,40,39,1125,20.6,0.588,0.573,0.446,0.208,425.0,9.9,23.1,16.8,4.3,1.3,5.5,9.8,18.3,2.9,2.2,5.2,0.184,4.7,2.8,7.5,1,2018-19,PF,13.75,229,229,2032,2064,2731,253.8,2184,0,0
Jevon Carter,2017-18,West Virginia,Big 12,37,37,1313,24.9,0.549,0.498,0.385,0.305,686.0,2.4,13.1,7.5,36.2,4.9,1.2,14.4,25.0,4.3,2.8,7.0,0.214,6.7,5.3,12.0,4,2018-19,PG,4.15,235,216,1835,1867,2413,196.2,1937,0,0
Jalen Brunson,2017-18,Villanova,Big East,40,40,1272,26.1,0.635,0.604,0.407,0.313,745.0,1.2,9.7,5.6,26.6,1.7,0.1,10.7,26.4,6.0,1.7,7.7,0.241,8.0,2.2,10.2,3,2018-19,PG,6.70,210,235,1854,1886,2438,198.4,1930,0,0
Devonte Graham,2017-18,Kansas,Big 12,39,39,1474,21.2,0.568,0.51,0.544,0.406,770.0,2.0,9.6,6.0,31.4,2.4,0.1,15.5,23.9,4.9,1.8,6.7,0.182,6.6,2.0,8.6,4,2018-19,PG,4.80,216,241,1835,1867,2438,186.4,1988,0,0
Melvin Frazier,2017-18,Tulane,AAC,30,30,1032,22.4,0.631,0.61,0.283,0.366,442.0,3.9,14.6,9.3,17.9,3.6,2.2,16.9,22.2,2.4,1.6,3.9,0.152,4.1,2.8,6.9,3,2018-19,SF,7.90,241,241,1943,1981,2667,198.2,2178,0,0
Gary Trent Jr.,2017-18,Duke,ACC,37,37,1253,16.7,0.567,0.528,0.564,0.227,468.0,2.9,10.3,6.8,6.8,1.9,0.4,7.4,19.5,3.3,1.8,5.1,0.163,4.4,2.6,7.0,1,,PG,,0,0,0,0,0,nan,0,0,0
Khyri Thomas,2017-18,Creighton,Big East,33,33,1046,21.8,0.65,0.629,0.442,0.249,474.0,4.0,11.0,7.7,15.1,2.9,0.8,13.4,21.0,3.1,1.7,4.8,0.183,5.3,3.3,8.6,3,2018-19,SG,6.40,222,235,1892,1924,2565,198.8,2096,0,0
Jarred Vanderbilt,2017-18,Kentucky,SEC,14,0,238,21.6,0.476,0.426,0.015,0.559,103.0,23.1,27.9,25.7,10.7,1.4,5.3,14.8,20.8,0.5,0.5,1.0,0.172,3.5,2.9,6.4,1,,PF,,0,0,0,0,0,nan,0,0,0
Bruce Brown,2017-18,Miami (FL),ACC,19,19,640,16.9,0.488,0.457,0.319,0.372,242.0,4.6,20.0,12.4,21.3,2.3,2.5,16.3,21.2,0.7,1.2,1.9,0.121,1.5,3.6,5.1,2,2018-19,SG,3.75,216,216,1918,1956,2502,194.6,2057,0,0
Justin Jackson (UMD),2017-18,Maryland,Big Ten,11,10,321,14.2,0.47,0.416,0.396,0.287,119.0,11.2,21.1,16.6,12.7,1.7,3.0,21.8,24.1,0.0,0.6,0.7,0.083,0.2,1.7,1.9,2,2017-18,SF,7.10,229,241,1975,2007,2718,219.4,2216,0,0
Hamidou Diallo,2017-18,Kentucky,SEC,37,37,918,13.8,0.498,0.47,0.246,0.399,348.0,4.2,11.5,8.1,9.5,1.7,1.6,12.0,22.6,1.1,1.3,2.4,0.103,0.6,2.3,2.9,1,2018-19,SG,4.45,222,229,1937,1981,2616,197.0,2121,0,0
DeAnthony Melton,2016-17,USC,Pac-12,36,25,972,19.2,0.53,0.483,0.32,0.472,351.0,5.9,13.6,9.9,22.5,4.0,3.9,18.5,17.7,1.7,1.5,3.2,0.133,2.6,4.6,7.2,1,2018-19,SG,5.20,216,241,1886,1911,2527,193.2,2045,0,0
Sviatoslav Mykhailiuk,2017-18,Kansas,Big 12,39,39,1346,16.9,0.572,0.556,0.549,0.119,548.0,4.0,8.6,6.4,13.4,1.9,0.9,11.5,21.0,3.1,1.5,4.6,0.137,4.5,2.0,6.6,4,2018-19,SG,8.45,210,241,1994,2026,2540,211.6,1949,0,0
Keita Bates-Diop,2017-18,Ohio State,Big Ten,34,34,1125,27.5,0.577,0.544,0.357,0.274,604.0,5.7,24.5,15.6,10.5,1.6,5.9,9.5,29.4,3.6,2.5,6.1,0.216,7.8,3.3,11.1,4,2018-19,SG,5.35,229,216,2013,2045,2705,223.8,2216,0,0
Chimezie Metu,2017-18,USC,Pac-12,34,33,1053,23.5,0.574,0.538,0.102,0.388,497.0,7.2,21.1,14.2,10.0,1.5,6.3,12.8,25.8,2.6,1.8,4.4,0.167,3.1,2.5,5.6,3,2018-19,PF,5.05,229,235,2045,2070,2743,219.6,2146,0,0
Alize Johnson,2017-18,Missouri State,MVC,33,33,1028,24.1,0.528,0.481,0.365,0.363,517.0,11.4,30.4,21.0,19.3,0.9,1.5,13.6,27.1,2.7,2.0,4.7,0.183,5.6,0.3,5.9,2,2018-19,PF,8.10,216,248,2013,2032,2616,216.6,2051,0,0
Tony Carr,2017-18,Penn State,Big Ten,37,37,1308,22.2,0.527,0.482,0.338,0.307,736.0,3.0,13.4,8.2,29.3,1.4,0.9,11.0,29.9,4.0,1.9,6.0,0.182,7.0,1.2,8.2,2,2018-19,PG,6.50,216,248,1905,1943,2540,198.8,2038,0,0
Vince Edwards,2017-18,Purdue,Big Ten,35,35,1106,21.8,0.587,0.544,0.339,0.317,531.0,8.4,18.6,13.9,17.1,1.0,2.0,14.0,23.8,3.4,2.1,5.4,0.197,6.0,2.1,8.1,4,,SF,,0,0,0,0,0,nan,0,0,0
Devon Hall,2017-18,Virginia,ACC,34,34,1091,20.3,0.599,0.552,0.454,0.292,392.0,1.4,14.9,8.3,19.6,1.8,0.6,9.6,19.5,3.3,2.6,5.9,0.215,5.5,4.6,10.1,4,2018-19,SG,8.45,216,254,1937,1981,2591,206.4,2026,0,0
Shake Milton,2017-18,SMU,AAC,22,22,800,24.2,0.606,0.551,0.471,0.405,381.0,2.1,13.5,7.7,25.9,2.4,2.3,13.3,25.0,2.8,1.3,4.2,0.208,6.8,2.0,8.7,3,2018-19,SG,6.80,222,241,1943,1968,2527,207.2,2153,0,0
Ray Spalding,2017-18,Louisville,ACC,36,34,995,25.6,0.568,0.55,0.056,0.338,452.0,13.2,20.9,17.3,9.6,3.1,6.3,13.5,22.9,2.4,2.4,4.8,0.193,4.1,4.1,8.2,3,2018-19,PF,5.55,235,229,2057,2089,2769,215.4,2254,0,0
Kevin Hervey,2017-18,Texas-Arlington,Sun Belt,33,25,1064,23.7,0.553,0.517,0.417,0.257,624.0,8.0,19.9,14.2,15.2,2.1,2.2,12.8,31.0,2.6,2.0,4.6,0.174,5.1,0.4,5.5,4,2018-19,PF,5.15,235,260,1994,2026,2718,211.6,2222,0,0
Thomas Welsh,2017-18,UCLA,Pac-12,33,33,1096,20.3,0.577,0.552,0.335,0.174,414.0,9.1,25.8,17.8,7.8,1.1,2.8,8.6,17.7,2.8,1.7,4.5,0.162,4.5,1.3,5.8,4,2017-18,PF,10.90,229,267,2121,2146,2781,254.0,2134,0,0
George King,2017-18,Colorado,Pac-12,32,31,913,18.8,0.574,0.542,0.492,0.273,384.0,7.2,23.3,15.5,8.2,1.1,2.6,15.1,23.3,1.7,1.3,3.0,0.132,3.2,1.6,4.7,4,2018-19,SF,7.25,229,260,1949,1981,2578,218.6,2121,0,0
Kostas Antetokounmpo,2017-18,Dayton,A-10,29,6,438,13.7,0.575,0.584,0.149,0.634,142.0,7.3,16.9,12.3,5.9,1.0,8.3,22.9,20.9,0.2,0.5,0.7,0.062,-3.3,1.2,-2.1,1,2018-19,PF,5.00,235,241,2057,2096,2794,194.8,2191,0,0
